Date,Open,High,Low,Close
2024-03-26,386.73,391.61,374.33,379.21
2024-03-27,380.58,387.7,378.25,385.38
2024-03-28,385.04,394.47,384.03,393.45
2024-03-29,392.75,398.74,392.64,398.62
2024-04-01,395.62,403.07,393.23,400.68
2024-04-02,398.78,403.86,396.55,401.63
2024-04-03,403.57,404.24,395.39,396.07
2024-04-04,394.11,395.16,391.22,392.28
2024-04-05,391.5,391.99,383.24,383.72
2024-04-08,386.09,388.36,384.66,386.93
2024-04-09,388.41,390.75,379.41,381.74
2024-04-10,382.13,391.19,378.03,387.09
2024-04-11,387.58,388.27,382.65,383.34
2024-04-12,382.74,394.71,380.33,392.3
2024-04-15,392.45,404.5,390.34,402.4
2024-04-16,402.34,412.91,401.95,412.52
2024-04-17,414.53,423.24,411.6,420.32
2024-04-18,421.45,423.62,416.44,418.6
2024-04-19,417.3,417.69,416.44,416.84
2024-04-22,419.03,421.51,409.84,412.32
2024-04-23,413.59,418.59,409.75,414.76
2024-04-24,416.48,433.2,409.44,426.16
2024-04-25,428.17,429.48,417.89,419.2
2024-04-26,420.42,438.09,418.15,435.82
2024-04-29,436.12,440.21,428.14,432.24
2024-04-30,434.4,436.06,423.0,424.66
2024-05-01,426.56,431.67,422.12,427.24
2024-05-02,426.82,435.1,426.56,434.85
2024-05-03,434.56,435.69,431.58,432.7
2024-05-06,433.14,439.06,420.18,426.1
2024-05-07,426.97,442.24,423.06,438.34
2024-05-08,438.27,439.02,430.36,431.11
2024-05-09,428.81,440.19,426.84,438.23
2024-05-10,440.26,445.83,434.01,439.58
2024-05-13,438.45,439.37,436.4,437.32
2024-05-14,435.37,438.69,434.63,437.95
2024-05-15,436.52,436.96,430.37,430.82
2024-05-16,430.9,433.72,420.82,423.64
2024-05-17,423.24,427.1,422.14,425.99
2024-05-20,422.17,424.33,417.21,419.38
2024-05-21,416.81,419.85,411.58,414.61
2024-05-22,412.01,426.71,409.79,424.49
2024-05-23,423.17,440.94,419.22,437.0
2024-05-24,437.12,446.26,435.87,445.0
2024-05-27,443.78,454.69,440.74,451.65
2024-05-28,454.99,459.88,445.29,450.18
2024-05-29,451.61,455.05,447.71,451.15
2024-05-30,453.62,455.38,444.5,446.26
2024-05-31,447.44,449.44,425.27,427.26
2024-06-03,425.13,429.23,424.8,428.89
2024-06-04,429.64,431.29,429.05,430.7
2024-06-05,428.22,440.64,425.34,437.76
2024-06-06,436.04,436.34,429.58,429.88
2024-06-07,430.23,438.57,429.69,438.03
2024-06-10,438.09,444.75,427.96,434.62
2024-06-11,435.67,437.51,424.68,426.52
2024-06-12,426.11,428.15,423.02,425.06
2024-06-13,426.86,433.72,424.74,431.6
2024-06-14,432.99,434.57,430.21,431.79
2024-06-17,432.43,436.51,430.99,435.07
2024-06-18,433.91,437.07,426.18,429.34
2024-06-19,428.42,432.91,428.35,432.84
2024-06-20,434.68,440.86,433.67,439.85
2024-06-21,444.86,447.3,431.59,434.02
2024-06-24,433.34,438.88,431.62,437.16
2024-06-25,437.56,440.94,424.88,428.25
2024-06-26,426.91,435.39,421.57,430.05
2024-06-27,426.09,426.61,419.76,420.28
2024-06-28,421.38,428.14,416.46,423.21
2024-07-01,423.58,426.45,420.54,423.41
2024-07-02,424.64,426.92,413.96,416.24
2024-07-03,415.32,424.65,409.52,418.85
2024-07-04,417.6,422.2,408.05,412.65
2024-07-05,415.11,417.7,410.85,413.44
2024-07-08,412.05,413.93,405.91,407.79
2024-07-09,408.97,415.55,404.91,411.49
2024-07-10,413.09,415.65,405.57,408.13
2024-07-11,408.19,421.88,404.01,417.7
2024-07-12,416.85,423.13,414.69,420.96
2024-07-15,421.42,426.45,419.78,424.82
2024-07-16,421.98,425.48,412.78,416.29
2024-07-17,415.88,416.93,402.08,403.12
2024-07-18,402.59,403.66,397.3,398.38
2024-07-19,396.25,414.7,391.74,410.19
2024-07-22,409.77,411.73,402.49,404.45
2024-07-23,405.89,414.76,403.74,412.61
2024-07-24,416.36,423.71,413.82,421.17
2024-07-25,419.43,424.89,412.17,417.63
2024-07-26,418.39,421.34,413.61,416.56
2024-07-29,417.29,428.17,414.67,425.55
2024-07-30,425.12,425.36,423.92,424.16
2024-07-31,423.29,425.68,419.38,421.78
2024-08-01,422.66,425.24,415.71,418.3
2024-08-02,419.55,425.41,413.24,419.1
2024-08-05,416.85,420.92,414.63,418.7
2024-08-06,421.23,428.65,419.83,427.25
2024-08-07,427.08,430.47,425.8,429.19
2024-08-08,429.43,439.32,427.69,437.57
2024-08-09,436.68,437.7,436.16,437.19
2024-08-12,439.34,460.47,433.98,455.12
2024-08-13,452.85,456.47,451.03,454.65
2024-08-14,453.87,455.42,452.43,453.98
2024-08-15,454.28,458.72,444.23,448.67
2024-08-16,447.14,448.99,435.41,437.27
2024-08-19,436.9,438.22,430.38,431.7
2024-08-20,432.59,434.67,431.43,433.5
2024-08-21,435.52,436.91,425.76,427.15
2024-08-22,426.9,440.0,420.01,433.11
2024-08-23,432.37,433.71,421.18,422.52
2024-08-26,423.32,424.87,410.35,411.89
2024-08-27,412.11,418.31,408.02,414.22
2024-08-28,412.61,421.21,408.46,417.07
2024-08-29,418.5,422.37,406.2,410.08
2024-08-30,409.66,422.95,404.17,417.46
2024-09-02,416.06,429.66,413.42,427.02
2024-09-03,428.65,434.08,424.39,429.83
2024-09-04,430.81,431.55,420.87,421.61
2024-09-05,420.38,430.68,420.02,430.32
2024-09-06,431.49,431.7,428.57,428.78
2024-09-09,427.66,431.66,423.99,427.98
2024-09-10,427.09,432.87,425.86,431.64
2024-09-11,430.0,435.75,421.59,427.34
2024-09-12,428.76,439.66,427.11,438.01
2024-09-13,437.79,442.66,429.28,434.16
2024-09-16,435.16,447.24,429.82,441.9
2024-09-17,439.69,451.18,436.22,447.72
2024-09-18,446.98,461.26,446.5,460.78
2024-09-19,457.78,465.75,456.94,464.9
2024-09-20,463.7,474.85,460.57,471.71
2024-09-23,470.93,475.11,465.13,469.31
2024-09-24,468.89,474.52,462.47,468.09
2024-09-25,465.25,465.31,464.1,464.16
2024-09-26,465.97,471.7,464.49,470.22
2024-09-27,467.17,469.86,463.29,465.98
2024-09-30,468.03,479.91,465.85,477.72
2024-10-01,477.39,477.63,477.25,477.49
2024-10-02,479.34,481.34,467.27,469.28
2024-10-03,467.34,470.31,462.03,465.0
2024-10-04,465.12,476.0,463.28,474.17
2024-10-07,475.13,475.17,471.18,471.23
2024-10-08,475.13,483.07,468.32,476.26
2024-10-09,476.98,485.28,456.98,465.28
2024-10-10,468.43,470.61,467.07,469.24
2024-10-11,469.89,477.0,468.54,475.66
2024-10-14,478.3,481.12,477.36,480.17
2024-10-15,480.25,493.66,473.47,486.88
2024-10-16,487.18,487.32,480.05,480.2
2024-10-17,482.1,484.62,466.18,468.69
2024-10-18,466.61,468.34,458.21,459.94
2024-10-21,457.27,469.86,454.24,466.84
2024-10-22,467.38,474.77,463.21,470.61
2024-10-23,474.74,477.64,474.52,477.42
2024-10-24,480.38,485.42,469.08,474.12
2024-10-25,474.56,483.95,471.65,481.03
2024-10-28,482.47,482.85,470.07,470.45
2024-10-29,471.14,476.26,469.27,474.39
2024-10-30,475.43,475.65,467.45,467.67
2024-10-31,470.57,473.71,462.33,465.46
2024-11-01,463.72,472.31,462.63,471.23
2024-11-04,469.38,482.07,466.03,478.71
2024-11-05,475.46,488.56,465.45,478.54
2024-11-06,477.24,478.27,475.88,476.9
2024-11-07,479.13,490.42,476.86,488.15
2024-11-08,488.35,498.95,486.64,497.24
2024-11-11,495.07,495.66,492.53,493.12
2024-11-12,492.22,498.98,489.76,496.51
2024-11-13,495.92,502.5,489.46,496.04
2024-11-14,498.33,507.37,495.77,504.8
2024-11-15,506.08,512.23,503.5,509.65
2024-11-18,510.77,516.85,508.3,514.37
2024-11-19,517.17,517.59,515.99,516.41
2024-11-20,517.85,521.62,509.62,513.39
2024-11-21,515.94,528.02,511.53,523.61
2024-11-22,522.38,533.73,516.99,528.34
2024-11-25,526.79,530.84,506.85,510.89
2024-11-26,510.53,511.24,508.48,509.19
2024-11-27,513.6,515.2,511.05,512.64
2024-11-28,510.76,511.58,507.26,508.08
2024-11-29,508.8,513.55,497.37,502.11
2024-12-02,503.49,503.87,498.06,498.44
2024-12-03,496.95,507.77,491.64,502.47
2024-12-04,500.41,503.87,492.85,496.31
2024-12-05,500.61,509.65,491.39,500.44
2024-12-06,500.47,513.22,499.74,512.48
2024-12-09,512.07,527.59,505.94,521.46
2024-12-10,522.52,532.96,520.48,530.91
2024-12-11,531.45,536.36,525.61,530.52
2024-12-12,527.86,547.71,521.98,541.83
2024-12-13,538.47,549.33,532.56,543.42
2024-12-16,543.25,557.34,538.31,552.4
2024-12-17,550.97,555.33,539.77,544.14
2024-12-18,544.24,565.14,535.41,556.31
2024-12-19,553.96,554.97,551.7,552.7
2024-12-20,558.45,572.7,540.14,554.39
2024-12-23,555.61,567.33,553.33,565.05
2024-12-24,569.71,573.75,562.45,566.49
2024-12-25,565.69,565.79,563.66,563.76
2024-12-26,563.82,567.8,559.76,563.73
2024-12-27,562.99,577.52,560.34,574.87
2024-12-30,575.38,591.06,570.68,586.36
2024-12-31,587.74,599.66,582.0,593.91
2025-01-01,593.14,594.69,587.95,589.51
2025-01-02,587.48,595.58,579.07,587.16
2025-01-03,585.96,602.38,578.18,594.6
2025-01-06,594.49,605.81,591.62,602.95
2025-01-07,605.22,605.22,597.61,597.61
2025-01-08,594.3,597.54,589.2,592.43
2025-01-09,590.89,605.69,585.43,600.23
2025-01-10,601.38,613.31,599.96,611.89
2025-01-13,615.28,622.86,606.44,614.01
2025-01-14,613.13,614.19,602.95,604.01
2025-01-15,604.86,621.9,603.5,620.53
2025-01-16,620.18,626.91,615.49,622.22
2025-01-17,621.73,634.23,615.57,628.08
2025-01-20,628.53,628.92,608.17,608.56
2025-01-21,607.37,610.0,600.29,602.91
2025-01-22,602.41,603.92,600.75,602.26
2025-01-23,601.6,607.0,600.89,606.29
2025-01-24,610.01,617.0,591.97,598.96
2025-01-27,598.95,599.65,584.99,585.68
2025-01-28,589.48,590.3,570.86,571.67
2025-01-29,571.43,571.52,568.94,569.03
2025-01-30,569.38,573.76,567.98,572.36
2025-01-31,570.52,580.64,565.17,575.29
2025-02-03,575.7,580.11,556.22,560.62
2025-02-04,563.65,563.93,554.75,555.03
2025-02-05,558.47,561.62,551.57,554.71
2025-02-06,552.4,575.11,541.17,563.89
2025-02-07,569.27,574.78,563.77,569.28
2025-02-10,569.98,572.71,569.32,572.05
2025-02-11,573.18,585.37,545.52,557.71
2025-02-12,559.83,571.21,556.28,567.66
2025-02-13,567.76,571.95,563.09,567.28
2025-02-14,565.4,569.91,565.07,569.59
2025-02-17,569.69,571.14,562.61,564.05
2025-02-18,563.26,565.13,560.77,562.64
2025-02-19,566.84,573.71,553.18,560.05
2025-02-20,560.13,561.11,555.89,556.87
2025-02-21,552.04,553.49,548.15,549.6
2025-02-24,552.42,557.16,551.01,555.75
2025-02-25,557.02,565.89,555.11,563.98
2025-02-26,563.86,564.36,559.13,559.62
2025-02-27,555.57,564.24,544.11,552.78
2025-02-28,559.78,561.02,544.86,546.1
2025-03-03,545.36,548.5,540.72,543.86
2025-03-04,543.11,559.26,540.2,556.36
2025-03-05,555.09,558.62,551.99,555.52
2025-03-06,555.85,578.81,548.9,571.86
2025-03-07,571.64,574.28,558.44,561.08
2025-03-10,561.74,567.22,546.5,551.99
2025-03-11,552.99,558.52,540.11,545.63
2025-03-12,545.64,549.6,534.75,538.71
2025-03-13,541.0,546.84,535.93,541.77
2025-03-14,539.58,560.73,535.79,556.95
2025-03-17,558.96,564.22,545.72,550.97
2025-03-18,551.76,555.49,550.53,554.26
2025-03-19,554.31,568.37,552.12,566.17
2025-03-20,567.77,597.68,558.17,588.08
2025-03-21,588.68,593.8,585.3,590.42
2025-03-24,590.93,603.17,587.72,599.96
2025-03-25,598.91,621.54,590.28,612.91
2025-03-26,610.92,619.46,605.78,614.33
2025-03-27,610.83,621.7,609.41,620.29
2025-03-28,617.29,626.67,608.06,617.44
2025-03-31,615.89,621.84,603.58,609.53
2025-04-01,611.42,615.93,599.97,604.49
2025-04-02,603.92,629.8,590.09,615.98
2025-04-03,616.26,636.12,609.66,629.52
2025-04-04,626.9,636.16,623.31,632.57
2025-04-07,628.79,634.65,615.42,621.29
2025-04-08,621.42,636.03,619.32,633.92
2025-04-09,639.57,641.95,632.2,634.57
2025-04-10,631.76,651.09,630.86,650.19
2025-04-11,653.42,657.03,648.31,651.92
2025-04-14,648.88,651.71,638.24,641.07
2025-04-15,637.96,645.38,631.55,638.97
2025-04-16,636.53,638.56,631.08,633.1
2025-04-17,630.84,663.6,616.9,649.67
2025-04-18,651.53,654.77,624.64,627.87
2025-04-21,628.12,630.24,620.74,622.86
2025-04-22,622.83,628.94,614.46,620.57
2025-04-23,619.06,623.82,597.14,601.9
2025-04-24,603.79,610.83,599.58,606.62
2025-04-25,610.65,617.69,606.14,613.18
2025-04-28,613.65,627.2,608.52,622.08
2025-04-29,620.99,637.49,614.45,630.95
2025-04-30,628.2,635.7,623.26,630.76
2025-05-01,629.79,644.01,626.62,640.84
2025-05-02,637.59,637.99,636.79,637.2
2025-05-05,640.32,648.32,630.27,638.28
2025-05-06,636.27,645.42,632.11,641.26
2025-05-07,643.99,655.33,631.44,642.78
2025-05-08,639.67,652.14,636.24,648.72
2025-05-09,650.79,651.91,641.82,642.93
2025-05-12,644.33,649.6,637.22,642.49
2025-05-13,644.34,647.35,634.42,637.43
2025-05-14,638.15,652.38,624.66,638.89
2025-05-15,636.29,648.93,630.14,642.77
2025-05-16,649.5,651.94,633.65,636.09
2025-05-19,632.64,658.41,625.59,651.36
2025-05-20,654.14,679.69,646.58,672.13
2025-05-21,671.64,680.94,669.56,678.86
2025-05-22,675.97,686.11,670.62,680.76
2025-05-23,682.82,687.12,670.8,675.1
2025-05-26,678.82,680.83,672.24,674.24
2025-05-27,676.87,677.61,672.18,672.91
2025-05-28,669.43,686.43,664.14,681.14
2025-05-29,679.13,682.16,679.01,682.04
2025-05-30,683.47,695.11,678.89,690.53
2025-06-02,691.51,702.18,686.97,697.63
2025-06-03,700.06,701.02,692.49,693.45
2025-06-04,692.79,698.79,674.32,680.32
2025-06-05,675.58,676.06,668.5,668.98
2025-06-06,665.65,667.15,657.51,659.01
2025-06-09,659.47,667.18,652.02,659.73
2025-06-10,656.85,676.44,653.37,672.95
2025-06-11,669.1,669.83,663.66,664.39
2025-06-12,665.66,680.35,657.48,672.17
2025-06-13,675.43,675.5,671.32,671.39
2025-06-16,669.41,688.82,666.34,685.75
2025-06-17,684.92,719.19,676.94,711.21
2025-06-18,710.56,730.97,703.82,724.23
2025-06-19,726.47,730.41,725.3,729.25
2025-06-20,728.19,740.22,724.21,736.24
2025-06-23,735.16,753.82,734.02,752.67
2025-06-24,752.19,754.32,748.48,750.61
2025-06-25,746.74,746.79,742.91,742.95
2025-06-26,746.39,747.26,745.42,746.29
2025-06-27,750.42,772.57,744.42,766.57
2025-06-30,766.42,770.47,755.57,759.63
2025-07-01,759.7,780.09,753.95,774.33
2025-07-02,774.69,796.75,764.36,786.42
2025-07-03,786.23,788.82,782.61,785.19
2025-07-04,782.66,783.6,776.12,777.06
2025-07-07,778.8,786.53,751.27,759.0
2025-07-08,760.86,775.16,732.49,746.8
2025-07-09,749.5,752.27,747.26,750.04
2025-07-10,746.93,772.4,734.5,759.98
2025-07-11,760.24,766.8,747.28,753.85
2025-07-14,749.76,750.24,747.93,748.4
2025-07-15,753.42,764.02,730.05,740.65
2025-07-16,736.04,771.66,734.87,770.49
2025-07-17,769.77,771.42,753.68,755.33
2025-07-18,759.58,766.64,732.19,739.24
2025-07-21,734.02,753.71,732.92,752.61
2025-07-22,752.65,757.44,736.09,740.87
2025-07-23,735.8,759.24,730.05,753.49
2025-07-24,755.85,757.66,742.92,744.73
2025-07-25,743.36,763.29,737.75,757.67
2025-07-28,755.63,782.95,747.73,775.04
2025-07-29,771.9,775.48,766.8,770.37
2025-07-30,771.61,772.9,769.7,770.99
2025-07-31,771.06,772.37,758.69,760.0
2025-08-01,761.76,777.22,755.84,771.3
2025-08-04,773.47,775.2,766.6,768.32
2025-08-05,766.36,779.49,744.68,757.81
2025-08-06,758.37,770.66,751.48,763.77
2025-08-07,767.41,780.95,755.37,768.92
2025-08-08,770.27,772.95,766.39,769.07
2025-08-11,770.15,772.1,762.66,764.6
2025-08-12,764.84,780.38,761.3,776.84
2025-08-13,775.44,775.45,769.59,769.61
2025-08-14,769.63,778.88,750.71,759.96
2025-08-15,759.78,759.81,757.63,757.66
2025-08-18,764.92,768.02,761.36,764.46
2025-08-19,763.64,773.95,750.13,760.43
2025-08-20,757.55,757.82,753.26,753.54
2025-08-21,754.65,756.6,740.17,742.13
2025-08-22,741.49,750.97,723.95,733.44
2025-08-25,731.68,732.44,725.55,726.32
2025-08-26,728.62,758.48,719.9,749.76
2025-08-27,749.26,753.39,725.46,729.59
2025-08-28,727.34,730.52,721.63,724.81
2025-08-29,726.44,727.81,724.61,725.98
2025-09-01,731.51,736.61,711.32,716.42
2025-09-02,720.1,720.12,703.58,703.59
2025-09-03,704.32,715.59,698.89,710.16
2025-09-04,711.03,731.89,705.24,726.09
2025-09-05,726.04,743.04,722.18,739.18
2025-09-08,741.26,744.37,736.7,739.82
2025-09-09,739.28,740.4,734.04,735.15
2025-09-10,736.21,747.23,732.23,743.25
2025-09-11,742.83,751.07,716.49,724.73
2025-09-12,725.35,726.58,714.45,715.68
2025-09-15,710.21,736.4,706.58,732.77
2025-09-16,732.75,739.53,731.39,738.17
2025-09-17,736.59,744.88,732.22,740.51
2025-09-18,739.58,740.19,738.2,738.8
2025-09-19,739.88,743.95,730.79,734.86
2025-09-22,731.26,732.96,723.97,725.66
2025-09-23,723.19,735.01,720.94,732.75
2025-09-24,733.21,742.68,729.61,739.09
2025-09-25,739.23,748.6,736.27,745.65
2025-09-26,748.25,750.84,715.53,718.12
2025-09-29,719.03,738.89,713.37,733.23
2025-09-30,728.66,749.75,722.62,743.71
2025-10-01,744.85,769.01,738.64,762.81
2025-10-02,762.31,762.5,756.46,756.65
2025-10-03,757.01,759.09,729.69,731.77
2025-10-06,734.57,735.93,716.1,717.46
2025-10-07,717.72,726.37,699.39,708.04
2025-10-08,707.46,739.23,699.55,731.32
2025-10-09,726.77,727.28,722.75,723.26
2025-10-10,721.99,726.65,713.87,718.53
2025-10-13,720.75,738.31,712.87,730.43
2025-10-14,731.88,743.72,729.51,741.36
2025-10-15,737.83,764.77,726.4,753.34
2025-10-16,749.29,755.57,742.13,748.41
2025-10-17,747.24,772.43,746.16,771.36
2025-10-20,772.65,780.61,768.9,776.85
2025-10-21,774.58,775.12,766.63,767.17
2025-10-22,771.12,776.04,767.81,772.73
2025-10-23,779.04,781.2,754.17,756.34
2025-10-24,753.01,760.2,735.07,742.26
2025-10-27,748.04,758.99,723.96,734.91
2025-10-28,740.38,743.87,718.39,721.88
2025-10-29,716.15,720.17,712.79,716.82
2025-10-30,712.19,713.11,709.14,710.06
2025-10-31,709.53,712.2,702.69,705.36
2025-11-03,705.25,705.56,695.97,696.28
2025-11-04,693.86,713.79,689.25,709.19
2025-11-05,709.06,709.46,698.3,698.7
2025-11-06,700.69,701.07,693.02,693.4
2025-11-07,690.89,699.74,675.21,684.06
2025-11-10,677.99,685.43,670.78,678.22
2025-11-11,677.25,687.43,654.86,665.04
